uniform CR, uniform SR, ucb CR, ucb SR, epsilon CR, epsilon SR
2112.69,0.007,1414.104,0.0,1157.588,0.002,
2112.7,0.007,1414.137,0.0,1157.612,0.002,
2112.705,0.007,1414.164,0.0,1157.629,0.002,
2112.705,0.007,1414.19,0.0,1157.641,0.002,
2112.8,0.007,1414.221,0.0,1157.659,0.002,
2112.89,0.007,1414.264,0.0,1157.682,0.002,
2112.975,0.007,1414.32,0.0,1157.719,0.002,
2113.055,0.007,1414.363,0.0,1157.741,0.002,
2113.13,0.007,1414.393,0.0,1157.772,0.002,
2113.2,0.007,1414.429,0.0,1157.798,0.002,
2113.265,0.007,1414.488,0.0,1157.829,0.002,
2113.325,0.007,1414.524,0.0,1157.831,0.002,
2113.38,0.007,1414.556,0.0,1157.877,0.002,
2113.43,0.007,1414.579,0.0,1157.922,0.002,
2113.475,0.007,1414.598,0.0,1157.934,0.002,
2113.515,0.007,1414.621,0.0,1157.967,0.002,
2113.55,0.007,1414.642,0.0,1158.028,0.002,
2113.58,0.007,1414.655,0.0,1158.035,0.002,
2113.605,0.007,1414.671,0.0,1158.045,0.002,
2113.625,0.007,1414.69,0.0,1158.076,0.002,
2113.64,0.007,1414.715,0.0,1158.104,0.002,
2113.65,0.007,1414.745,0.0,1158.128,0.002,
2113.655,0.007,1414.781,0.0,1158.154,0.002,
2113.655,0.007,1414.815,0.0,1158.16,0.002,
2113.75,0.007,1414.841,0.0,1158.171,0.002,
2113.84,0.007,1414.862,0.0,1158.204,0.002,
2113.925,0.007,1414.901,0.0,1158.225,0.002,
2114.005,0.007,1414.924,0.0,1158.242,0.002,
2114.08,0.007,1414.959,0.0,1158.261,0.002,
2114.15,0.007,1414.994,0.0,1158.297,0.002,
2114.215,0.007,1415.029,0.0,1158.305,0.002,
2114.275,0.007,1415.064,0.0,1158.318,0.002,
2114.33,0.007,1415.086,0.0,1158.343,0.002,
2114.38,0.007,1415.116,0.0,1158.39,0.002,
2114.425,0.007,1415.14,0.0,1158.411,0.002,
2114.465,0.007,1415.159,0.0,1158.433,0.002,
2114.5,0.007,1415.175,0.0,1158.447,0.002,
2114.53,0.007,1415.194,0.0,1158.491,0.002,
2114.555,0.007,1415.213,0.0,1158.499,0.002,
2114.575,0.007,1415.239,0.0,1158.521,0.002,
2114.59,0.007,1415.252,0.0,1158.546,0.002,
2114.6,0.007,1415.266,0.0,1158.588,0.002,
2114.605,0.007,1415.278,0.0,1158.613,0.002,
2114.605,0.007,1415.296,0.0,1158.628,0.002,
2114.7,0.007,1415.313,0.0,1158.639,0.002,
2114.79,0.007,1415.335,0.0,1158.682,0.002,
2114.875,0.007,1415.357,0.0,1158.694,0.002,
2114.955,0.007,1415.381,0.0,1158.733,0.002,
2115.03,0.007,1415.4,0.0,1158.771,0.002,
2115.1,0.007,1415.408,0.0,1158.806,0.002,
2115.165,0.007,1415.441,0.0,1158.818,0.002,
2115.225,0.007,1415.452,0.0,1158.867,0.002,
2115.28,0.007,1415.494,0.0,1158.901,0.002,
2115.33,0.007,1415.522,0.0,1158.944,0.002,
2115.375,0.007,1415.551,0.0,1158.991,0.002,
2115.415,0.007,1415.576,0.0,1159.007,0.002,
2115.45,0.007,1415.616,0.0,1159.031,0.002,
2115.48,0.007,1415.643,0.0,1159.041,0.002,
2115.505,0.007,1415.664,0.0,1159.094,0.002,
2115.525,0.007,1415.691,0.0,1159.101,0.002,
2115.54,0.007,1415.713,0.0,1159.103,0.002,
2115.55,0.007,1415.736,0.0,1159.155,0.002,
2115.555,0.007,1415.764,0.0,1159.185,0.002,
2115.555,0.007,1415.779,0.0,1159.188,0.002,
2115.65,0.007,1415.811,0.0,1159.226,0.002,
2115.74,0.007,1415.846,0.0,1159.231,0.002,
2115.825,0.007,1415.873,0.0,1159.244,0.002,
2115.905,0.007,1415.902,0.0,1159.299,0.002,
2115.98,0.007,1415.921,0.0,1159.342,0.002,
2116.05,0.007,1415.954,0.0,1159.372,0.002,
2116.115,0.007,1415.97,0.0,1159.415,0.002,
2116.175,0.007,1416.014,0.0,1159.428,0.002,
2116.23,0.007,1416.055,0.0,1159.45,0.002,
2116.28,0.007,1416.093,0.0,1159.488,0.002,
2116.325,0.007,1416.123,0.0,1159.515,0.002,
2116.365,0.007,1416.147,0.0,1159.53,0.002,
2116.4,0.007,1416.195,0.0,1159.564,0.002,
2116.43,0.007,1416.233,0.0,1159.597,0.002,
2116.455,0.007,1416.263,0.0,1159.621,0.002,
2116.475,0.007,1416.292,0.0,1159.654,0.002,
2116.49,0.007,1416.347,0.0,1159.691,0.002,
2116.5,0.007,1416.381,0.0,1159.741,0.002,
2116.505,0.007,1416.403,0.0,1159.767,0.002,
2116.505,0.007,1416.433,0.0,1159.801,0.002,
2116.6,0.007,1416.451,0.0,1159.834,0.002,
2116.69,0.007,1416.47,0.0,1159.847,0.002,
2116.775,0.007,1416.495,0.0,1159.882,0.002,
2116.855,0.007,1416.514,0.0,1159.9,0.002,
2116.93,0.007,1416.549,0.0,1159.928,0.002,
2117.0,0.007,1416.568,0.0,1159.934,0.002,
2117.065,0.007,1416.594,0.0,1159.977,0.002,
2117.125,0.007,1416.641,0.0,1160.009,0.002,
2117.18,0.007,1416.66,0.0,1160.034,0.002,
2117.23,0.007,1416.679,0.0,1160.043,0.002,
2117.275,0.007,1416.727,0.0,1160.067,0.002,
2117.315,0.007,1416.76,0.0,1160.095,0.002,
2117.35,0.007,1416.787,0.0,1160.144,0.002,
2117.38,0.007,1416.804,0.0,1160.17,0.002,
2117.405,0.007,1416.817,0.0,1160.187,0.002,
2117.425,0.007,1416.838,0.0,1160.21,0.002,
2117.44,0.007,1416.851,0.0,1160.259,0.002,
2117.45,0.007,1416.882,0.0,1160.272,0.002,
2117.455,0.007,1416.912,0.0,1160.277,0.002,
2117.455,0.007,1416.955,0.0,1160.321,0.002,
2117.55,0.007,1416.98,0.0,1160.333,0.002,
2117.64,0.007,1416.993,0.0,1160.352,0.002,
2117.725,0.007,1417.014,0.0,1160.381,0.002,
2117.805,0.007,1417.046,0.0,1160.407,0.002,
2117.88,0.007,1417.059,0.0,1160.42,0.002,
2117.95,0.007,1417.094,0.0,1160.438,0.002,
2118.015,0.007,1417.123,0.0,1160.447,0.002,
2118.075,0.007,1417.136,0.0,1160.469,0.002,
2118.13,0.007,1417.155,0.0,1160.512,0.002,
2118.18,0.007,1417.184,0.0,1160.514,0.002,
2118.225,0.007,1417.217,0.0,1160.55,0.002,
2118.265,0.007,1417.247,0.0,1160.613,0.002,
2118.3,0.007,1417.278,0.0,1160.615,0.002,
2118.33,0.007,1417.298,0.0,1160.627,0.002,
2118.355,0.007,1417.327,0.0,1160.648,0.002,
2118.375,0.007,1417.342,0.0,1160.671,0.002,
2118.39,0.007,1417.366,0.0,1160.689,0.002,
2118.4,0.007,1417.39,0.0,1160.716,0.002,
2118.405,0.007,1417.414,0.0,1160.726,0.002,
2118.405,0.007,1417.438,0.0,1160.781,0.002,
2118.5,0.007,1417.462,0.0,1160.8,0.002,
2118.59,0.007,1417.486,0.0,1160.81,0.002,
2118.675,0.007,1417.51,0.0,1160.859,0.002,
2118.755,0.007,1417.534,0.0,1160.862,0.002,
2118.83,0.007,1417.558,0.0,1160.883,0.002,
2118.9,0.007,1417.582,0.0,1160.918,0.002,
2118.965,0.007,1417.606,0.0,1160.955,0.002,
2119.025,0.007,1417.623,0.0,1160.961,0.002,
2119.08,0.007,1417.643,0.0,1160.996,0.002,
2119.13,0.007,1417.663,0.0,1161.006,0.002,
2119.175,0.007,1417.683,0.0,1161.083,0.002,
2119.215,0.007,1417.703,0.0,1161.135,0.002,
2119.25,0.007,1417.723,0.0,1161.167,0.002,
2119.28,0.007,1417.743,0.0,1161.19,0.002,
2119.305,0.007,1417.766,0.0,1161.235,0.002,
2119.325,0.007,1417.791,0.0,1161.265,0.002,
2119.34,0.007,1417.826,0.0,1161.317,0.002,
2119.35,0.007,1417.848,0.0,1161.369,0.002,
2119.355,0.007,1417.868,0.0,1161.394,0.002,
2119.355,0.007,1417.889,0.0,1161.408,0.002,
2119.45,0.007,1417.921,0.0,1161.433,0.002,
2119.54,0.007,1417.953,0.0,1161.435,0.002,
2119.625,0.007,1417.981,0.0,1161.474,0.002,
2119.705,0.007,1418.019,0.0,1161.497,0.002,
2119.78,0.007,1418.045,0.0,1161.528,0.002,
2119.85,0.007,1418.071,0.0,1161.557,0.002,
2119.915,0.007,1418.097,0.0,1161.605,0.002,
2119.975,0.007,1418.13,0.0,1161.614,0.002,
2120.03,0.007,1418.156,0.0,1161.628,0.002,
2120.08,0.007,1418.187,0.0,1161.638,0.002,
2120.125,0.007,1418.219,0.0,1161.655,0.002,
2120.165,0.007,1418.264,0.0,1161.678,0.002,
2120.2,0.007,1418.293,0.0,1161.698,0.002,
2120.23,0.007,1418.327,0.0,1161.723,0.002,
2120.255,0.007,1418.361,0.0,1161.742,0.002,
2120.275,0.007,1418.397,0.0,1161.762,0.002,
2120.29,0.007,1418.421,0.0,1161.779,0.002,
2120.3,0.007,1418.444,0.0,1161.795,0.002,
2120.305,0.007,1418.483,0.0,1161.819,0.002,
2120.305,0.007,1418.507,0.0,1161.834,0.002,
2120.4,0.005,1418.532,0.0,1161.877,0.002,
2120.49,0.005,1418.551,0.0,1161.903,0.002,
2120.575,0.005,1418.57,0.0,1161.905,0.002,
2120.655,0.005,1418.589,0.0,1161.94,0.002,
2120.73,0.005,1418.606,0.0,1161.96,0.002,
2120.8,0.005,1418.615,0.0,1162.002,0.002,
2120.865,0.005,1418.626,0.0,1162.029,0.002,
2120.925,0.005,1418.654,0.0,1162.059,0.002,
2120.98,0.005,1418.676,0.0,1162.076,0.002,
2121.03,0.005,1418.693,0.0,1162.106,0.002,
2121.075,0.005,1418.709,0.0,1162.128,0.002,
2121.115,0.005,1418.719,0.0,1162.139,0.002,
2121.15,0.005,1418.749,0.0,1162.152,0.002,
2121.18,0.005,1418.784,0.0,1162.188,0.002,
2121.205,0.005,1418.814,0.0,1162.229,0.002,
2121.225,0.005,1418.842,0.0,1162.238,0.002,
2121.24,0.005,1418.864,0.0,1162.249,0.002,
2121.25,0.005,1418.889,0.0,1162.27,0.002,
2121.255,0.007,1418.906,0.0,1162.288,0.002,
2121.255,0.007,1418.918,0.0,1162.298,0.002,
2121.35,0.007,1418.942,0.0,1162.32,0.002,
2121.44,0.007,1418.972,0.0,1162.34,0.002,
2121.525,0.007,1418.992,0.0,1162.365,0.002,
2121.605,0.007,1419.016,0.0,1162.375,0.002,
2121.68,0.007,1419.032,0.0,1162.399,0.002,
2121.75,0.007,1419.058,0.0,1162.436,0.002,
2121.815,0.007,1419.085,0.0,1162.485,0.002,
2121.875,0.007,1419.105,0.0,1162.507,0.002,
2121.93,0.007,1419.138,0.0,1162.509,0.002,
2121.98,0.007,1419.153,0.0,1162.539,0.002,
2122.025,0.007,1419.167,0.0,1162.575,0.002,
2122.065,0.007,1419.196,0.0,1162.591,0.002,
2122.1,0.007,1419.225,0.0,1162.654,0.002,
2122.13,0.007,1419.247,0.0,1162.669,0.002,
2122.155,0.007,1419.281,0.0,1162.717,0.002,
2122.175,0.007,1419.32,0.0,1162.736,0.002,
2122.19,0.007,1419.346,0.0,1162.765,0.002,
2122.2,0.007,1419.374,0.0,1162.775,0.002,
2122.205,0.007,1419.418,0.0,1162.8,0.002,
2122.205,0.007,1419.438,0.0,1162.852,0.002,
2122.3,0.007,1419.455,0.0,1162.894,0.002,
2122.39,0.007,1419.483,0.0,1162.94,0.002,
2122.475,0.007,1419.502,0.0,1162.968,0.002,
2122.555,0.007,1419.541,0.0,1163.001,0.002,
2122.63,0.007,1419.594,0.0,1163.039,0.002,
2122.7,0.007,1419.634,0.0,1163.046,0.002,
2122.765,0.007,1419.66,0.0,1163.072,0.002,
2122.825,0.007,1419.688,0.0,1163.092,0.002,
2122.88,0.007,1419.701,0.0,1163.111,0.002,
2122.93,0.007,1419.738,0.0,1163.127,0.002,
2122.975,0.007,1419.751,0.0,1163.15,0.002,
2123.015,0.007,1419.772,0.0,1163.184,0.002,
2123.05,0.007,1419.794,0.0,1163.221,0.002,
2123.08,0.007,1419.804,0.0,1163.246,0.002,
2123.105,0.007,1419.845,0.0,1163.285,0.002,
2123.125,0.007,1419.87,0.0,1163.344,0.002,
2123.14,0.007,1419.884,0.0,1163.356,0.002,
2123.15,0.007,1419.92,0.0,1163.374,0.002,
2123.155,0.007,1419.974,0.0,1163.421,0.002,
2123.155,0.007,1420.024,0.0,1163.45,0.002,
2123.25,0.007,1420.075,0.0,1163.473,0.002,
2123.34,0.007,1420.124,0.0,1163.482,0.002,
2123.425,0.007,1420.17,0.0,1163.515,0.002,
2123.505,0.007,1420.198,0.0,1163.537,0.002,
2123.58,0.007,1420.222,0.0,1163.58,0.002,
2123.65,0.007,1420.251,0.0,1163.64,0.002,
2123.715,0.007,1420.283,0.0,1163.655,0.002,
2123.775,0.007,1420.315,0.0,1163.712,0.002,
2123.83,0.007,1420.364,0.0,1163.714,0.002,
2123.88,0.007,1420.41,0.0,1163.742,0.002,
2123.925,0.007,1420.455,0.0,1163.745,0.002,
2123.965,0.007,1420.491,0.0,1163.763,0.002,
2124.0,0.007,1420.523,0.0,1163.765,0.002,
2124.03,0.007,1420.541,0.0,1163.802,0.002,
2124.055,0.007,1420.578,0.0,1163.827,0.002,
2124.075,0.007,1420.594,0.0,1163.855,0.002,
2124.09,0.007,1420.623,0.0,1163.877,0.002,
2124.1,0.007,1420.636,0.0,1163.898,0.002,
2124.105,0.007,1420.643,0.0,1163.933,0.002,
2124.105,0.007,1420.652,0.0,1163.946,0.002,
2124.2,0.007,1420.66,0.0,1163.956,0.002,
2124.29,0.007,1420.673,0.0,1163.976,0.002,
2124.375,0.007,1420.684,0.0,1163.987,0.002,
2124.455,0.007,1420.703,0.0,1164.002,0.002,
2124.53,0.007,1420.716,0.0,1164.034,0.002,
2124.6,0.007,1420.723,0.0,1164.055,0.002,
2124.665,0.007,1420.746,0.0,1164.071,0.002,
2124.725,0.007,1420.76,0.0,1164.117,0.002,
2124.78,0.007,1420.768,0.0,1164.15,0.002,
2124.83,0.007,1420.789,0.0,1164.195,0.002,
2124.875,0.007,1420.813,0.0,1164.218,0.002,
2124.915,0.007,1420.847,0.0,1164.237,0.002,
2124.95,0.007,1420.855,0.0,1164.244,0.002,
2124.98,0.007,1420.883,0.0,1164.253,0.002,
2125.005,0.007,1420.897,0.0,1164.264,0.002,
2125.025,0.007,1420.934,0.0,1164.307,0.002,
2125.04,0.007,1420.951,0.0,1164.351,0.002,
2125.05,0.007,1420.961,0.0,1164.39,0.002,
2125.055,0.007,1420.975,0.0,1164.421,0.002,
2125.055,0.007,1420.991,0.0,1164.441,0.002,
2125.15,0.007,1421.012,0.0,1164.451,0.002,
2125.24,0.007,1421.024,0.0,1164.474,0.002,
2125.325,0.007,1421.047,0.0,1164.502,0.002,
2125.405,0.007,1421.058,0.0,1164.525,0.002,
2125.48,0.007,1421.071,0.0,1164.566,0.002,
2125.55,0.007,1421.08,0.0,1164.586,0.002,
2125.615,0.007,1421.106,0.0,1164.626,0.002,
2125.675,0.007,1421.132,0.0,1164.638,0.002,
2125.73,0.007,1421.154,0.0,1164.669,0.002,
2125.78,0.007,1421.164,0.0,1164.707,0.002,
2125.825,0.007,1421.182,0.0,1164.736,0.002,
2125.865,0.007,1421.197,0.0,1164.757,0.002,
2125.9,0.007,1421.214,0.0,1164.762,0.002,
2125.93,0.007,1421.234,0.0,1164.796,0.002,
2125.955,0.007,1421.248,0.0,1164.827,0.002,
2125.975,0.007,1421.257,0.0,1164.865,0.002,
2125.99,0.007,1421.292,0.0,1164.889,0.002,
2126.0,0.007,1421.307,0.0,1164.895,0.002,
2126.005,0.007,1421.324,0.0,1164.907,0.002,
2126.005,0.007,1421.356,0.0,1164.932,0.002,
2126.1,0.007,1421.384,0.0,1164.952,0.002,
2126.19,0.007,1421.406,0.0,1164.97,0.002,
2126.275,0.007,1421.433,0.0,1164.999,0.002,
2126.355,0.007,1421.446,0.0,1165.048,0.002,
2126.43,0.007,1421.461,0.0,1165.075,0.002,
2126.5,0.007,1421.492,0.0,1165.079,0.002,
2126.565,0.007,1421.508,0.0,1165.099,0.002,
2126.625,0.007,1421.53,0.0,1165.123,0.002,
2126.68,0.007,1421.55,0.0,1165.147,0.002,
2126.73,0.007,1421.56,0.0,1165.166,0.002,
2126.775,0.007,1421.587,0.0,1165.175,0.002,
2126.815,0.007,1421.615,0.0,1165.211,0.002,
2126.85,0.007,1421.636,0.0,1165.226,0.002,
2126.88,0.007,1421.648,0.0,1165.258,0.002,
2126.905,0.007,1421.683,0.0,1165.284,0.002,
2126.925,0.007,1421.716,0.0,1165.33,0.002,
2126.94,0.007,1421.736,0.0,1165.34,0.002,
2126.95,0.007,1421.774,0.0,1165.352,0.002,
2126.955,0.007,1421.803,0.0,1165.396,0.002,
2126.955,0.007,1421.811,0.0,1165.409,0.002,
2127.05,0.007,1421.82,0.0,1165.451,0.002,
2127.14,0.007,1421.825,0.0,1165.454,0.002,
2127.225,0.007,1421.835,0.0,1165.474,0.002,
2127.305,0.007,1421.843,0.0,1165.514,0.002,
2127.38,0.007,1421.847,0.0,1165.516,0.002,
2127.45,0.007,1421.877,0.0,1165.518,0.002,
2127.515,0.007,1421.891,0.0,1165.535,0.002,
2127.575,0.007,1421.918,0.0,1165.541,0.002,
2127.63,0.007,1421.941,0.0,1165.574,0.002,
2127.68,0.007,1421.977,0.0,1165.589,0.002,
2127.725,0.007,1422.004,0.0,1165.613,0.002,
2127.765,0.007,1422.023,0.0,1165.64,0.002,
2127.8,0.007,1422.033,0.0,1165.671,0.002,
2127.83,0.007,1422.049,0.0,1165.692,0.002,
2127.855,0.007,1422.07,0.0,1165.709,0.002,
2127.875,0.007,1422.11,0.0,1165.737,0.002,
2127.89,0.007,1422.121,0.0,1165.74,0.002,
2127.9,0.007,1422.135,0.0,1165.758,0.002,
2127.905,0.007,1422.159,0.0,1165.767,0.002,
2127.905,0.007,1422.186,0.0,1165.788,0.002,
2128.0,0.007,1422.197,0.0,1165.853,0.002,
2128.09,0.007,1422.228,0.0,1165.876,0.002,
2128.175,0.007,1422.266,0.0,1165.918,0.002,
2128.255,0.007,1422.295,0.0,1165.949,0.002,
2128.33,0.007,1422.321,0.0,1165.984,0.002,
2128.4,0.007,1422.349,0.0,1166.004,0.002,
2128.465,0.007,1422.381,0.0,1166.025,0.002,
2128.525,0.007,1422.417,0.0,1166.044,0.002,
2128.58,0.007,1422.442,0.0,1166.06,0.002,
2128.63,0.007,1422.479,0.0,1166.082,0.002,
2128.675,0.007,1422.496,0.0,1166.102,0.002,
2128.715,0.007,1422.53,0.0,1166.104,0.002,
2128.75,0.007,1422.549,0.0,1166.124,0.002,
2128.78,0.007,1422.56,0.0,1166.162,0.002,
2128.805,0.007,1422.568,0.0,1166.193,0.002,
2128.825,0.007,1422.593,0.0,1166.225,0.002,
2128.84,0.007,1422.627,0.0,1166.247,0.002,
2128.85,0.007,1422.636,0.0,1166.294,0.002,
2128.855,0.007,1422.677,0.0,1166.317,0.002,
2128.855,0.007,1422.72,0.0,1166.324,0.002,
2128.95,0.007,1422.77,0.0,1166.331,0.002,
2129.04,0.007,1422.796,0.0,1166.352,0.002,
2129.125,0.007,1422.819,0.0,1166.385,0.002,
2129.205,0.007,1422.851,0.0,1166.397,0.002,
2129.28,0.007,1422.879,0.0,1166.402,0.002,
2129.35,0.007,1422.894,0.0,1166.434,0.002,
2129.415,0.007,1422.917,0.0,1166.474,0.002,
2129.475,0.007,1422.932,0.0,1166.491,0.002,
2129.53,0.007,1422.947,0.0,1166.522,0.002,
2129.58,0.007,1422.962,0.0,1166.543,0.002,
2129.625,0.007,1422.977,0.0,1166.59,0.002,
2129.665,0.007,1422.989,0.0,1166.599,0.002,
2129.7,0.007,1423.007,0.0,1166.615,0.002,
2129.73,0.007,1423.021,0.0,1166.641,0.002,
2129.755,0.007,1423.03,0.0,1166.671,0.002,
2129.775,0.007,1423.043,0.0,1166.694,0.002,
2129.79,0.007,1423.06,0.0,1166.71,0.002,
2129.8,0.007,1423.082,0.0,1166.726,0.002,
2129.805,0.007,1423.093,0.0,1166.757,0.002,
2129.805,0.007,1423.103,0.0,1166.792,0.002,
2129.9,0.007,1423.113,0.0,1166.82,0.002,
2129.99,0.007,1423.123,0.0,1166.85,0.002,
2130.075,0.007,1423.133,0.0,1166.871,0.002,
2130.155,0.007,1423.143,0.0,1166.902,0.002,
2130.23,0.007,1423.153,0.0,1166.939,0.002,
2130.3,0.007,1423.163,0.0,1166.985,0.002,
2130.365,0.007,1423.173,0.0,1167.016,0.002,
2130.425,0.007,1423.199,0.0,1167.041,0.002,
2130.48,0.007,1423.208,0.0,1167.043,0.002,
2130.53,0.007,1423.228,0.0,1167.06,0.002,
2130.575,0.007,1423.247,0.0,1167.078,0.002,
2130.615,0.007,1423.259,0.0,1167.13,0.002,
2130.65,0.007,1423.269,0.0,1167.169,0.002,
2130.68,0.007,1423.279,0.0,1167.185,0.002,
2130.705,0.007,1423.289,0.0,1167.235,0.002,
2130.725,0.007,1423.309,0.0,1167.288,0.002,
2130.74,0.007,1423.332,0.0,1167.3,0.002,
2130.75,0.007,1423.34,0.0,1167.316,0.002,
2130.755,0.007,1423.35,0.0,1167.348,0.002,
2130.755,0.007,1423.363,0.0,1167.373,0.002,
2130.85,0.007,1423.389,0.0,1167.399,0.002,
2130.94,0.007,1423.405,0.0,1167.402,0.002,
2131.025,0.007,1423.416,0.0,1167.436,0.002,
2131.105,0.007,1423.435,0.0,1167.484,0.002,
2131.18,0.007,1423.447,0.0,1167.536,0.002,
2131.25,0.007,1423.459,0.0,1167.56,0.002,
2131.315,0.007,1423.471,0.0,1167.586,0.002,
2131.375,0.007,1423.483,0.0,1167.615,0.002,
2131.43,0.007,1423.508,0.0,1167.653,0.002,
2131.48,0.007,1423.526,0.0,1167.672,0.002,
2131.525,0.007,1423.537,0.0,1167.687,0.002,
2131.565,0.007,1423.564,0.0,1167.704,0.002,
2131.6,0.007,1423.574,0.0,1167.733,0.002,
2131.63,0.007,1423.602,0.0,1167.76,0.002,
2131.655,0.007,1423.621,0.0,1167.784,0.002,
2131.675,0.007,1423.648,0.0,1167.814,0.002,
2131.69,0.007,1423.677,0.0,1167.838,0.002,
2131.7,0.007,1423.713,0.0,1167.84,0.002,
2131.705,0.007,1423.735,0.0,1167.859,0.002,
2131.705,0.007,1423.77,0.0,1167.888,0.002,
2131.8,0.007,1423.795,0.0,1167.904,0.002,
2131.89,0.007,1423.821,0.0,1167.919,0.002,
2131.975,0.007,1423.842,0.0,1167.933,0.002,
2132.055,0.007,1423.858,0.0,1167.955,0.002,
2132.13,0.007,1423.89,0.0,1167.99,0.002,
2132.2,0.007,1423.916,0.0,1168.013,0.002,
2132.265,0.007,1423.929,0.0,1168.021,0.002,
2132.325,0.007,1423.947,0.0,1168.03,0.002,
2132.38,0.007,1423.968,0.0,1168.08,0.002,
2132.43,0.007,1423.981,0.0,1168.121,0.002,
2132.475,0.007,1424.003,0.0,1168.129,0.002,
2132.515,0.007,1424.021,0.0,1168.136,0.002,
2132.55,0.007,1424.033,0.0,1168.163,0.002,
2132.58,0.007,1424.038,0.0,1168.21,0.002,
2132.605,0.007,1424.046,0.0,1168.266,0.002,
2132.625,0.007,1424.076,0.0,1168.291,0.002,
2132.64,0.007,1424.094,0.0,1168.315,0.002,
2132.65,0.007,1424.127,0.0,1168.356,0.002,
2132.655,0.007,1424.142,0.0,1168.401,0.002,
2132.655,0.007,1424.187,0.0,1168.432,0.002,
2132.75,0.007,1424.225,0.0,1168.44,0.002,
2132.84,0.007,1424.249,0.0,1168.458,0.002,
2132.925,0.007,1424.29,0.0,1168.484,0.002,
2133.005,0.007,1424.312,0.0,1168.51,0.002,
2133.08,0.007,1424.35,0.0,1168.541,0.002,
2133.15,0.007,1424.372,0.0,1168.581,0.002,
2133.215,0.007,1424.4,0.0,1168.601,0.002,
2133.275,0.007,1424.449,0.0,1168.628,0.002,
2133.33,0.007,1424.481,0.0,1168.654,0.002,
2133.38,0.007,1424.517,0.0,1168.658,0.002,
2133.425,0.007,1424.538,0.0,1168.671,0.002,
2133.465,0.007,1424.557,0.0,1168.703,0.002,
2133.5,0.007,1424.59,0.0,1168.762,0.002,
2133.53,0.007,1424.619,0.0,1168.798,0.002,
2133.555,0.007,1424.645,0.0,1168.812,0.002,
2133.575,0.007,1424.675,0.0,1168.842,0.002,
2133.59,0.007,1424.704,0.0,1168.86,0.002,
2133.6,0.007,1424.751,0.0,1168.882,0.002,
2133.605,0.007,1424.777,0.0,1168.914,0.002,
2133.605,0.007,1424.804,0.0,1168.967,0.002,
2133.7,0.007,1424.827,0.0,1168.99,0.002,
2133.79,0.007,1424.848,0.0,1169.005,0.002,
2133.875,0.007,1424.873,0.0,1169.04,0.002,
2133.955,0.007,1424.897,0.0,1169.048,0.002,
2134.03,0.007,1424.921,0.0,1169.095,0.002,
2134.1,0.007,1424.945,0.0,1169.12,0.002,
2134.165,0.007,1424.981,0.0,1169.15,0.002,
2134.225,0.007,1425.015,0.0,1169.178,0.002,
2134.28,0.007,1425.067,0.0,1169.209,0.002,
2134.33,0.007,1425.092,0.0,1169.217,0.002,
2134.375,0.007,1425.143,0.0,1169.245,0.002,
2134.415,0.007,1425.174,0.0,1169.278,0.002,
2134.45,0.007,1425.202,0.0,1169.311,0.002,
2134.48,0.007,1425.255,0.0,1169.347,0.002,
2134.505,0.007,1425.286,0.0,1169.369,0.002,
2134.525,0.007,1425.334,0.0,1169.405,0.002,
2134.54,0.007,1425.356,0.0,1169.445,0.002,
2134.55,0.007,1425.378,0.0,1169.498,0.002,
2134.555,0.007,1425.397,0.0,1169.513,0.002,
2134.555,0.007,1425.42,0.0,1169.54,0.002,
2134.65,0.007,1425.439,0.0,1169.589,0.002,
2134.74,0.007,1425.466,0.0,1169.627,0.002,
2134.825,0.007,1425.479,0.0,1169.647,0.002,
2134.905,0.007,1425.495,0.0,1169.653,0.002,
2134.98,0.007,1425.518,0.0,1169.671,0.002,
2135.05,0.007,1425.551,0.0,1169.697,0.002,
2135.115,0.007,1425.564,0.0,1169.74,0.002,
2135.175,0.007,1425.589,0.0,1169.756,0.002,
2135.23,0.007,1425.611,0.0,1169.805,0.002,
2135.28,0.007,1425.625,0.0,1169.823,0.002,
2135.325,0.007,1425.645,0.0,1169.867,0.002,
2135.365,0.007,1425.663,0.0,1169.901,0.002,
2135.4,0.007,1425.692,0.0,1169.926,0.002,
2135.43,0.007,1425.732,0.0,1169.963,0.002,
2135.455,0.007,1425.764,0.0,1169.998,0.002,
2135.475,0.007,1425.789,0.0,1170.018,0.002,
2135.49,0.007,1425.813,0.0,1170.04,0.002,
2135.5,0.007,1425.838,0.0,1170.067,0.002,
2135.505,0.007,1425.862,0.0,1170.103,0.002,
2135.505,0.007,1425.879,0.0,1170.129,0.002,
2135.6,0.007,1425.891,0.0,1170.146,0.002,
2135.69,0.007,1425.898,0.0,1170.167,0.002,
2135.775,0.007,1425.908,0.0,1170.169,0.002,
2135.855,0.007,1425.922,0.0,1170.204,0.002,
2135.93,0.007,1425.948,0.0,1170.206,0.002,
2136.0,0.007,1425.951,0.0,1170.223,0.002,
2136.065,0.007,1425.963,0.0,1170.242,0.002,
2136.125,0.007,1425.975,0.0,1170.257,0.002,
2136.18,0.007,1425.983,0.0,1170.275,0.002,
2136.23,0.007,1425.992,0.0,1170.277,0.002,
2136.275,0.007,1426.009,0.0,1170.289,0.002,
2136.315,0.007,1426.029,0.0,1170.352,0.002,
2136.35,0.007,1426.054,0.0,1170.369,0.002,
2136.38,0.007,1426.069,0.0,1170.399,0.002,
